Person,Shot,Scene,Full
285,2,1,losing_ground-1-shot_2
286,2,1,losing_ground-1-shot_2
287,2,1,losing_ground-1-shot_2
288,2,1,losing_ground-1-shot_2
289,2,1,losing_ground-1-shot_2
290,2,1,losing_ground-1-shot_2
291,2,1,losing_ground-1-shot_2
292,2,1,losing_ground-1-shot_2
293,2,1,losing_ground-1-shot_2
294,2,1,losing_ground-1-shot_2
295,2,1,losing_ground-1-shot_2
296,2,1,losing_ground-1-shot_2
297,2,1,losing_ground-1-shot_2
298,2,1,losing_ground-1-shot_2
299,2,1,losing_ground-1-shot_2
300,2,1,losing_ground-1-shot_2
301,2,1,losing_ground-1-shot_2
302,2,1,losing_ground-1-shot_2
303,2,1,losing_ground-1-shot_2
304,2,1,losing_ground-1-shot_2
305,2,1,losing_ground-1-shot_2
306,2,1,losing_ground-1-shot_2
307,2,1,losing_ground-1-shot_2
308,2,1,losing_ground-1-shot_2
309,2,1,losing_ground-1-shot_2
310,2,1,losing_ground-1-shot_2
311,2,1,losing_ground-1-shot_2
312,2,1,losing_ground-1-shot_2
313,2,1,losing_ground-1-shot_2
314,2,1,losing_ground-1-shot_2
315,2,1,losing_ground-1-shot_2
316,2,1,losing_ground-1-shot_2
317,2,1,losing_ground-1-shot_2
318,2,1,losing_ground-1-shot_2
319,2,1,losing_ground-1-shot_2
320,2,1,losing_ground-1-shot_2
321,2,1,losing_ground-1-shot_2
322,2,1,losing_ground-1-shot_2
323,2,1,losing_ground-1-shot_2
324,2,1,losing_ground-1-shot_2
325,2,1,losing_ground-1-shot_2
326,2,1,losing_ground-1-shot_2
327,2,1,losing_ground-1-shot_2
328,2,1,losing_ground-1-shot_2
329,2,1,losing_ground-1-shot_2
330,2,1,losing_ground-1-shot_2
331,2,1,losing_ground-1-shot_2
332,2,1,losing_ground-1-shot_2
333,2,1,losing_ground-1-shot_2
334,2,1,losing_ground-1-shot_2
335,2,1,losing_ground-1-shot_2
336,2,1,losing_ground-1-shot_2
337,2,1,losing_ground-1-shot_2
338,2,1,losing_ground-1-shot_2
339,2,1,losing_ground-1-shot_2
340,2,1,losing_ground-1-shot_2
341,2,1,losing_ground-1-shot_2
342,2,1,losing_ground-1-shot_2
343,2,1,losing_ground-1-shot_2
344,2,1,losing_ground-1-shot_2
345,2,1,losing_ground-1-shot_2
346,2,1,losing_ground-1-shot_2
347,2,1,losing_ground-1-shot_2
348,2,1,losing_ground-1-shot_2
349,2,1,losing_ground-1-shot_2
350,2,1,losing_ground-1-shot_2
351,2,1,losing_ground-1-shot_2
352,2,1,losing_ground-1-shot_2
353,2,1,losing_ground-1-shot_2
354,2,1,losing_ground-1-shot_2
355,2,1,losing_ground-1-shot_2
356,2,1,losing_ground-1-shot_2
357,2,1,losing_ground-1-shot_2
358,2,1,losing_ground-1-shot_2
359,2,1,losing_ground-1-shot_2
360,2,1,losing_ground-1-shot_2
361,2,1,losing_ground-1-shot_2
362,2,1,losing_ground-1-shot_2
363,2,1,losing_ground-1-shot_2
364,2,1,losing_ground-1-shot_2
365,2,1,losing_ground-1-shot_2
366,2,1,losing_ground-1-shot_2
367,2,1,losing_ground-1-shot_2
368,2,1,losing_ground-1-shot_2
369,2,1,losing_ground-1-shot_2
370,2,1,losing_ground-1-shot_2
371,2,1,losing_ground-1-shot_2
372,2,1,losing_ground-1-shot_2
373,2,1,losing_ground-1-shot_2
374,2,1,losing_ground-1-shot_2
375,2,1,losing_ground-1-shot_2
376,2,1,losing_ground-1-shot_2
377,2,1,losing_ground-1-shot_2
378,2,1,losing_ground-1-shot_2
379,2,1,losing_ground-1-shot_2
380,2,1,losing_ground-1-shot_2
381,2,1,losing_ground-1-shot_2
382,2,1,losing_ground-1-shot_2
383,2,1,losing_ground-1-shot_2
384,2,1,losing_ground-1-shot_2
385,2,1,losing_ground-1-shot_2
386,2,1,losing_ground-1-shot_2
387,2,1,losing_ground-1-shot_2
388,2,1,losing_ground-1-shot_2
389,2,1,losing_ground-1-shot_2
390,2,1,losing_ground-1-shot_2
391,2,1,losing_ground-1-shot_2
392,2,1,losing_ground-1-shot_2
393,2,1,losing_ground-1-shot_2
394,2,1,losing_ground-1-shot_2
395,2,1,losing_ground-1-shot_2
396,2,1,losing_ground-1-shot_2
397,2,1,losing_ground-1-shot_2
398,2,1,losing_ground-1-shot_2
399,2,1,losing_ground-1-shot_2
400,2,1,losing_ground-1-shot_2
401,2,1,losing_ground-1-shot_2
402,2,1,losing_ground-1-shot_2
403,2,1,losing_ground-1-shot_2
404,2,1,losing_ground-1-shot_2
405,2,1,losing_ground-1-shot_2
406,2,1,losing_ground-1-shot_2
407,2,1,losing_ground-1-shot_2
408,2,1,losing_ground-1-shot_2
409,2,1,losing_ground-1-shot_2
410,2,1,losing_ground-1-shot_2
411,2,1,losing_ground-1-shot_2
412,2,1,losing_ground-1-shot_2
413,2,1,losing_ground-1-shot_2
414,2,1,losing_ground-1-shot_2
415,2,1,losing_ground-1-shot_2
416,2,1,losing_ground-1-shot_2
417,2,1,losing_ground-1-shot_2
418,2,1,losing_ground-1-shot_2
419,2,1,losing_ground-1-shot_2
420,2,1,losing_ground-1-shot_2
421,2,1,losing_ground-1-shot_2
422,2,1,losing_ground-1-shot_2
423,2,1,losing_ground-1-shot_2
424,2,1,losing_ground-1-shot_2
425,2,1,losing_ground-1-shot_2
426,2,1,losing_ground-1-shot_2
427,2,1,losing_ground-1-shot_2
428,2,1,losing_ground-1-shot_2
429,2,1,losing_ground-1-shot_2
430,2,1,losing_ground-1-shot_2
431,2,1,losing_ground-1-shot_2
432,2,1,losing_ground-1-shot_2
433,2,1,losing_ground-1-shot_2
434,2,1,losing_ground-1-shot_2
435,2,1,losing_ground-1-shot_2
436,2,1,losing_ground-1-shot_2
437,2,1,losing_ground-1-shot_2
438,2,1,losing_ground-1-shot_2
439,2,1,losing_ground-1-shot_2
440,2,1,losing_ground-1-shot_2
441,2,1,losing_ground-1-shot_2
442,2,1,losing_ground-1-shot_2
443,2,1,losing_ground-1-shot_2
444,2,1,losing_ground-1-shot_2
445,2,1,losing_ground-1-shot_2
446,2,1,losing_ground-1-shot_2
447,2,1,losing_ground-1-shot_2
448,2,1,losing_ground-1-shot_2
449,2,1,losing_ground-1-shot_2
450,2,1,losing_ground-1-shot_2
451,2,1,losing_ground-1-shot_2
452,2,1,losing_ground-1-shot_2
453,2,1,losing_ground-1-shot_2
454,2,1,losing_ground-1-shot_2
455,2,1,losing_ground-1-shot_2
456,2,1,losing_ground-1-shot_2
457,2,1,losing_ground-1-shot_2
458,2,1,losing_ground-1-shot_2
459,2,1,losing_ground-1-shot_2
460,2,1,losing_ground-1-shot_2
461,2,1,losing_ground-1-shot_2
462,2,1,losing_ground-1-shot_2
463,2,1,losing_ground-1-shot_2
464,2,1,losing_ground-1-shot_2
465,2,1,losing_ground-1-shot_2
466,2,1,losing_ground-1-shot_2
467,2,1,losing_ground-1-shot_2
468,2,1,losing_ground-1-shot_2
469,2,1,losing_ground-1-shot_2
470,2,1,losing_ground-1-shot_2
471,2,1,losing_ground-1-shot_2
472,2,1,losing_ground-1-shot_2
473,2,1,losing_ground-1-shot_2
474,2,1,losing_ground-1-shot_2
475,2,1,losing_ground-1-shot_2
476,2,1,losing_ground-1-shot_2
477,2,1,losing_ground-1-shot_2
478,2,1,losing_ground-1-shot_2
479,2,1,losing_ground-1-shot_2
480,2,1,losing_ground-1-shot_2
481,2,1,losing_ground-1-shot_2
482,2,1,losing_ground-1-shot_2
483,2,1,losing_ground-1-shot_2
484,2,1,losing_ground-1-shot_2
485,2,1,losing_ground-1-shot_2
486,2,1,losing_ground-1-shot_2
487,2,1,losing_ground-1-shot_2
488,2,1,losing_ground-1-shot_2
489,2,1,losing_ground-1-shot_2
490,2,1,losing_ground-1-shot_2
491,2,1,losing_ground-1-shot_2
492,2,1,losing_ground-1-shot_2
493,2,1,losing_ground-1-shot_2
494,2,1,losing_ground-1-shot_2
495,2,1,losing_ground-1-shot_2
496,2,1,losing_ground-1-shot_2
497,2,1,losing_ground-1-shot_2
498,2,1,losing_ground-1-shot_2
499,2,1,losing_ground-1-shot_2
500,2,1,losing_ground-1-shot_2
501,2,1,losing_ground-1-shot_2
502,2,1,losing_ground-1-shot_2
503,2,1,losing_ground-1-shot_2
504,2,1,losing_ground-1-shot_2
505,2,1,losing_ground-1-shot_2
506,2,1,losing_ground-1-shot_2
507,2,1,losing_ground-1-shot_2
508,2,1,losing_ground-1-shot_2
509,2,1,losing_ground-1-shot_2
510,2,1,losing_ground-1-shot_2
511,2,1,losing_ground-1-shot_2
512,2,1,losing_ground-1-shot_2
513,2,1,losing_ground-1-shot_2
514,2,1,losing_ground-1-shot_2
515,2,1,losing_ground-1-shot_2
516,2,1,losing_ground-1-shot_2
517,2,1,losing_ground-1-shot_2
518,2,1,losing_ground-1-shot_2
519,2,1,losing_ground-1-shot_2
520,2,1,losing_ground-1-shot_2
521,2,1,losing_ground-1-shot_2
522,2,1,losing_ground-1-shot_2
523,2,1,losing_ground-1-shot_2
524,2,1,losing_ground-1-shot_2
525,2,1,losing_ground-1-shot_2
526,2,1,losing_ground-1-shot_2
527,2,1,losing_ground-1-shot_2
528,2,1,losing_ground-1-shot_2
529,2,1,losing_ground-1-shot_2
530,2,1,losing_ground-1-shot_2
531,2,1,losing_ground-1-shot_2
532,2,1,losing_ground-1-shot_2
533,2,1,losing_ground-1-shot_2
534,2,1,losing_ground-1-shot_2
535,2,1,losing_ground-1-shot_2
536,2,1,losing_ground-1-shot_2
537,2,1,losing_ground-1-shot_2
538,2,1,losing_ground-1-shot_2
539,2,1,losing_ground-1-shot_2
540,2,1,losing_ground-1-shot_2
541,2,1,losing_ground-1-shot_2
542,2,1,losing_ground-1-shot_2
543,2,1,losing_ground-1-shot_2
544,2,1,losing_ground-1-shot_2
545,2,1,losing_ground-1-shot_2
546,2,1,losing_ground-1-shot_2
547,2,1,losing_ground-1-shot_2
548,2,1,losing_ground-1-shot_2
549,2,1,losing_ground-1-shot_2
550,2,1,losing_ground-1-shot_2
551,2,1,losing_ground-1-shot_2
552,2,1,losing_ground-1-shot_2
553,2,1,losing_ground-1-shot_2
554,2,1,losing_ground-1-shot_2
555,2,1,losing_ground-1-shot_2
556,2,1,losing_ground-1-shot_2
557,2,1,losing_ground-1-shot_2
558,2,1,losing_ground-1-shot_2
559,2,1,losing_ground-1-shot_2
560,2,1,losing_ground-1-shot_2
561,2,1,losing_ground-1-shot_2
562,2,1,losing_ground-1-shot_2
563,2,1,losing_ground-1-shot_2
564,2,1,losing_ground-1-shot_2
565,2,1,losing_ground-1-shot_2
566,2,1,losing_ground-1-shot_2
567,2,1,losing_ground-1-shot_2
568,2,1,losing_ground-1-shot_2
569,2,1,losing_ground-1-shot_2
570,2,1,losing_ground-1-shot_2
571,2,1,losing_ground-1-shot_2
572,2,1,losing_ground-1-shot_2
573,2,1,losing_ground-1-shot_2
574,2,1,losing_ground-1-shot_2
575,2,1,losing_ground-1-shot_2
576,2,1,losing_ground-1-shot_2
577,2,1,losing_ground-1-shot_2
578,2,1,losing_ground-1-shot_2
579,2,1,losing_ground-1-shot_2
580,2,1,losing_ground-1-shot_2
581,2,1,losing_ground-1-shot_2
582,2,1,losing_ground-1-shot_2
583,2,1,losing_ground-1-shot_2
584,2,1,losing_ground-1-shot_2
585,2,1,losing_ground-1-shot_2
586,2,1,losing_ground-1-shot_2
587,2,1,losing_ground-1-shot_2
588,2,1,losing_ground-1-shot_2
589,2,1,losing_ground-1-shot_2
590,2,1,losing_ground-1-shot_2
591,2,1,losing_ground-1-shot_2
592,2,1,losing_ground-1-shot_2
593,2,1,losing_ground-1-shot_2
594,2,1,losing_ground-1-shot_2
595,2,1,losing_ground-1-shot_2
596,2,1,losing_ground-1-shot_2
597,2,1,losing_ground-1-shot_2
598,2,1,losing_ground-1-shot_2
599,2,1,losing_ground-1-shot_2
600,2,1,losing_ground-1-shot_2
601,2,1,losing_ground-1-shot_2
602,2,1,losing_ground-1-shot_2
603,2,1,losing_ground-1-shot_2
604,2,1,losing_ground-1-shot_2
605,2,1,losing_ground-1-shot_2
606,2,1,losing_ground-1-shot_2
607,2,1,losing_ground-1-shot_2
608,2,1,losing_ground-1-shot_2
609,2,1,losing_ground-1-shot_2
610,2,1,losing_ground-1-shot_2
611,2,1,losing_ground-1-shot_2
612,2,1,losing_ground-1-shot_2
613,2,1,losing_ground-1-shot_2
614,2,1,losing_ground-1-shot_2
615,2,1,losing_ground-1-shot_2
616,2,1,losing_ground-1-shot_2
617,2,1,losing_ground-1-shot_2
618,2,1,losing_ground-1-shot_2
619,2,1,losing_ground-1-shot_2
620,2,1,losing_ground-1-shot_2
621,2,1,losing_ground-1-shot_2
622,2,1,losing_ground-1-shot_2
623,2,1,losing_ground-1-shot_2
624,2,1,losing_ground-1-shot_2
625,2,1,losing_ground-1-shot_2
626,2,1,losing_ground-1-shot_2
627,2,1,losing_ground-1-shot_2
628,2,1,losing_ground-1-shot_2
629,2,1,losing_ground-1-shot_2
630,2,1,losing_ground-1-shot_2
631,2,1,losing_ground-1-shot_2
632,2,1,losing_ground-1-shot_2
633,2,1,losing_ground-1-shot_2
634,2,1,losing_ground-1-shot_2
635,2,1,losing_ground-1-shot_2
636,2,1,losing_ground-1-shot_2
637,2,1,losing_ground-1-shot_2
638,2,1,losing_ground-1-shot_2
639,2,1,losing_ground-1-shot_2
640,2,1,losing_ground-1-shot_2
641,2,1,losing_ground-1-shot_2
642,2,1,losing_ground-1-shot_2
643,2,1,losing_ground-1-shot_2
644,2,1,losing_ground-1-shot_2
645,2,1,losing_ground-1-shot_2
646,2,1,losing_ground-1-shot_2
647,2,1,losing_ground-1-shot_2
648,2,1,losing_ground-1-shot_2
649,2,1,losing_ground-1-shot_2
650,2,1,losing_ground-1-shot_2
651,2,1,losing_ground-1-shot_2
652,2,1,losing_ground-1-shot_2
653,2,1,losing_ground-1-shot_2
654,2,1,losing_ground-1-shot_2
655,2,1,losing_ground-1-shot_2
656,2,1,losing_ground-1-shot_2
657,2,1,losing_ground-1-shot_2
658,2,1,losing_ground-1-shot_2
659,2,1,losing_ground-1-shot_2
660,2,1,losing_ground-1-shot_2
661,2,1,losing_ground-1-shot_2
662,2,1,losing_ground-1-shot_2
663,2,1,losing_ground-1-shot_2
664,2,1,losing_ground-1-shot_2
665,2,1,losing_ground-1-shot_2
666,2,1,losing_ground-1-shot_2
667,2,1,losing_ground-1-shot_2
668,2,1,losing_ground-1-shot_2
669,2,1,losing_ground-1-shot_2
670,2,1,losing_ground-1-shot_2
671,2,1,losing_ground-1-shot_2
672,2,1,losing_ground-1-shot_2
673,2,1,losing_ground-1-shot_2
674,2,1,losing_ground-1-shot_2
675,2,1,losing_ground-1-shot_2
676,2,1,losing_ground-1-shot_2
677,2,1,losing_ground-1-shot_2
678,2,1,losing_ground-1-shot_2
679,2,1,losing_ground-1-shot_2
680,2,1,losing_ground-1-shot_2
681,2,1,losing_ground-1-shot_2
682,2,1,losing_ground-1-shot_2
683,2,1,losing_ground-1-shot_2
684,2,1,losing_ground-1-shot_2
685,2,1,losing_ground-1-shot_2
686,2,1,losing_ground-1-shot_2
687,2,1,losing_ground-1-shot_2
688,2,1,losing_ground-1-shot_2
689,2,1,losing_ground-1-shot_2
690,2,1,losing_ground-1-shot_2
691,2,1,losing_ground-1-shot_2
692,2,1,losing_ground-1-shot_2
693,2,1,losing_ground-1-shot_2
694,2,1,losing_ground-1-shot_2
695,2,1,losing_ground-1-shot_2
696,2,1,losing_ground-1-shot_2
697,2,1,losing_ground-1-shot_2
698,2,1,losing_ground-1-shot_2
699,2,1,losing_ground-1-shot_2
700,2,1,losing_ground-1-shot_2
701,2,1,losing_ground-1-shot_2
702,2,1,losing_ground-1-shot_2
703,2,1,losing_ground-1-shot_2
704,2,1,losing_ground-1-shot_2
705,2,1,losing_ground-1-shot_2
706,2,1,losing_ground-1-shot_2
707,2,1,losing_ground-1-shot_2
708,2,1,losing_ground-1-shot_2
709,2,1,losing_ground-1-shot_2
710,2,1,losing_ground-1-shot_2
711,2,1,losing_ground-1-shot_2
712,2,1,losing_ground-1-shot_2
713,2,1,losing_ground-1-shot_2
714,2,1,losing_ground-1-shot_2
715,2,1,losing_ground-1-shot_2
716,2,1,losing_ground-1-shot_2
717,2,1,losing_ground-1-shot_2
718,2,1,losing_ground-1-shot_2
719,2,1,losing_ground-1-shot_2
720,2,1,losing_ground-1-shot_2
721,2,1,losing_ground-1-shot_2
722,2,1,losing_ground-1-shot_2
723,2,1,losing_ground-1-shot_2
724,2,1,losing_ground-1-shot_2
725,2,1,losing_ground-1-shot_2
726,2,1,losing_ground-1-shot_2
727,2,1,losing_ground-1-shot_2
728,2,1,losing_ground-1-shot_2
729,2,1,losing_ground-1-shot_2
730,2,1,losing_ground-1-shot_2
731,2,1,losing_ground-1-shot_2
732,2,1,losing_ground-1-shot_2
733,2,1,losing_ground-1-shot_2
734,2,1,losing_ground-1-shot_2
