Person,Shot,Scene,Full
164,2,1,Liberty_Kid-1-shot_2
165,2,1,Liberty_Kid-1-shot_2
166,2,1,Liberty_Kid-1-shot_2
167,2,1,Liberty_Kid-1-shot_2
168,2,1,Liberty_Kid-1-shot_2
169,2,1,Liberty_Kid-1-shot_2
170,2,1,Liberty_Kid-1-shot_2
171,2,1,Liberty_Kid-1-shot_2
172,2,1,Liberty_Kid-1-shot_2
173,2,1,Liberty_Kid-1-shot_2
174,2,1,Liberty_Kid-1-shot_2
175,2,1,Liberty_Kid-1-shot_2
176,2,1,Liberty_Kid-1-shot_2
177,2,1,Liberty_Kid-1-shot_2
178,2,1,Liberty_Kid-1-shot_2
179,2,1,Liberty_Kid-1-shot_2
180,2,1,Liberty_Kid-1-shot_2
181,2,1,Liberty_Kid-1-shot_2
182,2,1,Liberty_Kid-1-shot_2
183,2,1,Liberty_Kid-1-shot_2
184,2,1,Liberty_Kid-1-shot_2
185,2,1,Liberty_Kid-1-shot_2
186,2,1,Liberty_Kid-1-shot_2
187,2,1,Liberty_Kid-1-shot_2
188,2,1,Liberty_Kid-1-shot_2
189,2,1,Liberty_Kid-1-shot_2
190,2,1,Liberty_Kid-1-shot_2
191,2,1,Liberty_Kid-1-shot_2
192,2,1,Liberty_Kid-1-shot_2
193,2,1,Liberty_Kid-1-shot_2
194,2,1,Liberty_Kid-1-shot_2
195,2,1,Liberty_Kid-1-shot_2
196,2,1,Liberty_Kid-1-shot_2
197,2,1,Liberty_Kid-1-shot_2
198,2,1,Liberty_Kid-1-shot_2
199,2,1,Liberty_Kid-1-shot_2
200,2,1,Liberty_Kid-1-shot_2
201,2,1,Liberty_Kid-1-shot_2
202,2,1,Liberty_Kid-1-shot_2
203,2,1,Liberty_Kid-1-shot_2
204,2,1,Liberty_Kid-1-shot_2
205,2,1,Liberty_Kid-1-shot_2
206,2,1,Liberty_Kid-1-shot_2
207,2,1,Liberty_Kid-1-shot_2
208,2,1,Liberty_Kid-1-shot_2
209,2,1,Liberty_Kid-1-shot_2
210,2,1,Liberty_Kid-1-shot_2
211,2,1,Liberty_Kid-1-shot_2
212,2,1,Liberty_Kid-1-shot_2
213,2,1,Liberty_Kid-1-shot_2
214,2,1,Liberty_Kid-1-shot_2
215,2,1,Liberty_Kid-1-shot_2
216,2,1,Liberty_Kid-1-shot_2
217,2,1,Liberty_Kid-1-shot_2
218,2,1,Liberty_Kid-1-shot_2
219,2,1,Liberty_Kid-1-shot_2
220,2,1,Liberty_Kid-1-shot_2
221,2,1,Liberty_Kid-1-shot_2
222,2,1,Liberty_Kid-1-shot_2
223,2,1,Liberty_Kid-1-shot_2
224,2,1,Liberty_Kid-1-shot_2
225,2,1,Liberty_Kid-1-shot_2
226,2,1,Liberty_Kid-1-shot_2
227,3,1,Liberty_Kid-1-shot_3
228,3,1,Liberty_Kid-1-shot_3
229,3,1,Liberty_Kid-1-shot_3
230,3,1,Liberty_Kid-1-shot_3
231,3,1,Liberty_Kid-1-shot_3
232,4,1,Liberty_Kid-1-shot_4
233,4,1,Liberty_Kid-1-shot_4
234,4,1,Liberty_Kid-1-shot_4
235,4,1,Liberty_Kid-1-shot_4
236,4,1,Liberty_Kid-1-shot_4
237,4,1,Liberty_Kid-1-shot_4
238,4,1,Liberty_Kid-1-shot_4
239,4,1,Liberty_Kid-1-shot_4
240,4,1,Liberty_Kid-1-shot_4
241,4,1,Liberty_Kid-1-shot_4
242,4,1,Liberty_Kid-1-shot_4
243,4,1,Liberty_Kid-1-shot_4
244,4,1,Liberty_Kid-1-shot_4
245,4,1,Liberty_Kid-1-shot_4
246,4,1,Liberty_Kid-1-shot_4
247,4,1,Liberty_Kid-1-shot_4
248,5,1,Liberty_Kid-1-shot_5
249,5,1,Liberty_Kid-1-shot_5
250,5,1,Liberty_Kid-1-shot_5
251,5,1,Liberty_Kid-1-shot_5
252,5,1,Liberty_Kid-1-shot_5
253,5,1,Liberty_Kid-1-shot_5
254,5,1,Liberty_Kid-1-shot_5
255,5,1,Liberty_Kid-1-shot_5
256,5,1,Liberty_Kid-1-shot_5
257,5,1,Liberty_Kid-1-shot_5
258,5,1,Liberty_Kid-1-shot_5
259,5,1,Liberty_Kid-1-shot_5
260,5,1,Liberty_Kid-1-shot_5
261,5,1,Liberty_Kid-1-shot_5
262,5,1,Liberty_Kid-1-shot_5
263,6,1,Liberty_Kid-1-shot_6
264,6,1,Liberty_Kid-1-shot_6
265,6,1,Liberty_Kid-1-shot_6
266,6,1,Liberty_Kid-1-shot_6
267,6,1,Liberty_Kid-1-shot_6
268,6,1,Liberty_Kid-1-shot_6
269,6,1,Liberty_Kid-1-shot_6
270,6,1,Liberty_Kid-1-shot_6
271,6,1,Liberty_Kid-1-shot_6
272,7,1,Liberty_Kid-1-shot_7
273,7,1,Liberty_Kid-1-shot_7
274,7,1,Liberty_Kid-1-shot_7
275,8,1,Liberty_Kid-1-shot_8
276,8,1,Liberty_Kid-1-shot_8
277,9,1,Liberty_Kid-1-shot_9
278,10,1,Liberty_Kid-1-shot_10
279,10,1,Liberty_Kid-1-shot_10
280,10,1,Liberty_Kid-1-shot_10
281,10,1,Liberty_Kid-1-shot_10
282,10,1,Liberty_Kid-1-shot_10
283,10,1,Liberty_Kid-1-shot_10
284,10,1,Liberty_Kid-1-shot_10
285,10,1,Liberty_Kid-1-shot_10
286,10,1,Liberty_Kid-1-shot_10
287,10,1,Liberty_Kid-1-shot_10
288,10,1,Liberty_Kid-1-shot_10
289,10,1,Liberty_Kid-1-shot_10
290,10,1,Liberty_Kid-1-shot_10
291,10,1,Liberty_Kid-1-shot_10
292,10,1,Liberty_Kid-1-shot_10
293,10,1,Liberty_Kid-1-shot_10
294,10,1,Liberty_Kid-1-shot_10
295,10,1,Liberty_Kid-1-shot_10
296,10,1,Liberty_Kid-1-shot_10
297,10,1,Liberty_Kid-1-shot_10
298,10,1,Liberty_Kid-1-shot_10
299,10,1,Liberty_Kid-1-shot_10
300,10,1,Liberty_Kid-1-shot_10
301,10,1,Liberty_Kid-1-shot_10
302,10,1,Liberty_Kid-1-shot_10
303,10,1,Liberty_Kid-1-shot_10
304,10,1,Liberty_Kid-1-shot_10
305,10,1,Liberty_Kid-1-shot_10
306,10,1,Liberty_Kid-1-shot_10
307,10,1,Liberty_Kid-1-shot_10
308,10,1,Liberty_Kid-1-shot_10
309,10,1,Liberty_Kid-1-shot_10
310,10,1,Liberty_Kid-1-shot_10
311,10,1,Liberty_Kid-1-shot_10
312,10,1,Liberty_Kid-1-shot_10
313,10,1,Liberty_Kid-1-shot_10
314,10,1,Liberty_Kid-1-shot_10
315,10,1,Liberty_Kid-1-shot_10
316,10,1,Liberty_Kid-1-shot_10
317,10,1,Liberty_Kid-1-shot_10
318,10,1,Liberty_Kid-1-shot_10
319,10,1,Liberty_Kid-1-shot_10
320,10,1,Liberty_Kid-1-shot_10
321,10,1,Liberty_Kid-1-shot_10
322,10,1,Liberty_Kid-1-shot_10
323,10,1,Liberty_Kid-1-shot_10
324,10,1,Liberty_Kid-1-shot_10
325,10,1,Liberty_Kid-1-shot_10
326,10,1,Liberty_Kid-1-shot_10
327,10,1,Liberty_Kid-1-shot_10
328,10,1,Liberty_Kid-1-shot_10
329,10,1,Liberty_Kid-1-shot_10
330,10,1,Liberty_Kid-1-shot_10
331,10,1,Liberty_Kid-1-shot_10
332,10,1,Liberty_Kid-1-shot_10
333,10,1,Liberty_Kid-1-shot_10
334,10,1,Liberty_Kid-1-shot_10
335,10,1,Liberty_Kid-1-shot_10
336,10,1,Liberty_Kid-1-shot_10
337,10,1,Liberty_Kid-1-shot_10
338,10,1,Liberty_Kid-1-shot_10
339,10,1,Liberty_Kid-1-shot_10
340,10,1,Liberty_Kid-1-shot_10
341,10,1,Liberty_Kid-1-shot_10
342,10,1,Liberty_Kid-1-shot_10
343,10,1,Liberty_Kid-1-shot_10
344,10,1,Liberty_Kid-1-shot_10
345,10,1,Liberty_Kid-1-shot_10
346,10,1,Liberty_Kid-1-shot_10
347,10,1,Liberty_Kid-1-shot_10
348,10,1,Liberty_Kid-1-shot_10
349,10,1,Liberty_Kid-1-shot_10
350,10,1,Liberty_Kid-1-shot_10
351,10,1,Liberty_Kid-1-shot_10
352,10,1,Liberty_Kid-1-shot_10
353,10,1,Liberty_Kid-1-shot_10
354,10,1,Liberty_Kid-1-shot_10
355,10,1,Liberty_Kid-1-shot_10
356,10,1,Liberty_Kid-1-shot_10
357,10,1,Liberty_Kid-1-shot_10
358,10,1,Liberty_Kid-1-shot_10
359,10,1,Liberty_Kid-1-shot_10
360,10,1,Liberty_Kid-1-shot_10
361,10,1,Liberty_Kid-1-shot_10
362,10,1,Liberty_Kid-1-shot_10
363,10,1,Liberty_Kid-1-shot_10
364,10,1,Liberty_Kid-1-shot_10
365,10,1,Liberty_Kid-1-shot_10
366,10,1,Liberty_Kid-1-shot_10
367,10,1,Liberty_Kid-1-shot_10
368,10,1,Liberty_Kid-1-shot_10
369,10,1,Liberty_Kid-1-shot_10
370,10,1,Liberty_Kid-1-shot_10
371,10,1,Liberty_Kid-1-shot_10
372,10,1,Liberty_Kid-1-shot_10
373,10,1,Liberty_Kid-1-shot_10
374,10,1,Liberty_Kid-1-shot_10
375,10,1,Liberty_Kid-1-shot_10
376,10,1,Liberty_Kid-1-shot_10
377,10,1,Liberty_Kid-1-shot_10
378,10,1,Liberty_Kid-1-shot_10
379,10,1,Liberty_Kid-1-shot_10
380,10,1,Liberty_Kid-1-shot_10
381,10,1,Liberty_Kid-1-shot_10
382,10,1,Liberty_Kid-1-shot_10
383,10,1,Liberty_Kid-1-shot_10
384,10,1,Liberty_Kid-1-shot_10
385,10,1,Liberty_Kid-1-shot_10
386,10,1,Liberty_Kid-1-shot_10
387,10,1,Liberty_Kid-1-shot_10
388,10,1,Liberty_Kid-1-shot_10
389,10,1,Liberty_Kid-1-shot_10
390,10,1,Liberty_Kid-1-shot_10
391,10,1,Liberty_Kid-1-shot_10
392,10,1,Liberty_Kid-1-shot_10
393,10,1,Liberty_Kid-1-shot_10
394,10,1,Liberty_Kid-1-shot_10
395,10,1,Liberty_Kid-1-shot_10
396,10,1,Liberty_Kid-1-shot_10
397,10,1,Liberty_Kid-1-shot_10
398,10,1,Liberty_Kid-1-shot_10
399,10,1,Liberty_Kid-1-shot_10
400,10,1,Liberty_Kid-1-shot_10
401,10,1,Liberty_Kid-1-shot_10
402,10,1,Liberty_Kid-1-shot_10
403,10,1,Liberty_Kid-1-shot_10
404,10,1,Liberty_Kid-1-shot_10
405,10,1,Liberty_Kid-1-shot_10
406,1,2,Liberty_Kid-2-shot_1
407,1,2,Liberty_Kid-2-shot_1
408,1,2,Liberty_Kid-2-shot_1
409,1,2,Liberty_Kid-2-shot_1
410,1,2,Liberty_Kid-2-shot_1
411,1,2,Liberty_Kid-2-shot_1
412,1,2,Liberty_Kid-2-shot_1
413,1,2,Liberty_Kid-2-shot_1
414,1,2,Liberty_Kid-2-shot_1
415,1,2,Liberty_Kid-2-shot_1
416,1,2,Liberty_Kid-2-shot_1
417,1,2,Liberty_Kid-2-shot_1
418,1,2,Liberty_Kid-2-shot_1
419,1,2,Liberty_Kid-2-shot_1
420,1,2,Liberty_Kid-2-shot_1
421,1,2,Liberty_Kid-2-shot_1
422,1,2,Liberty_Kid-2-shot_1
423,1,2,Liberty_Kid-2-shot_1
424,1,2,Liberty_Kid-2-shot_1
425,1,2,Liberty_Kid-2-shot_1
426,1,2,Liberty_Kid-2-shot_1
427,1,2,Liberty_Kid-2-shot_1
428,1,2,Liberty_Kid-2-shot_1
429,1,2,Liberty_Kid-2-shot_1
430,1,2,Liberty_Kid-2-shot_1
431,1,2,Liberty_Kid-2-shot_1
432,1,2,Liberty_Kid-2-shot_1
433,1,2,Liberty_Kid-2-shot_1
434,1,2,Liberty_Kid-2-shot_1
435,1,2,Liberty_Kid-2-shot_1
436,1,2,Liberty_Kid-2-shot_1
437,1,2,Liberty_Kid-2-shot_1
438,1,2,Liberty_Kid-2-shot_1
439,1,2,Liberty_Kid-2-shot_1
440,1,2,Liberty_Kid-2-shot_1
441,1,2,Liberty_Kid-2-shot_1
442,1,2,Liberty_Kid-2-shot_1
443,1,2,Liberty_Kid-2-shot_1
444,3,2,Liberty_Kid-2-shot_3
445,3,2,Liberty_Kid-2-shot_3
446,3,2,Liberty_Kid-2-shot_3
447,3,2,Liberty_Kid-2-shot_3
448,3,2,Liberty_Kid-2-shot_3
449,3,2,Liberty_Kid-2-shot_3
450,3,2,Liberty_Kid-2-shot_3
451,3,2,Liberty_Kid-2-shot_3
452,3,2,Liberty_Kid-2-shot_3
453,3,2,Liberty_Kid-2-shot_3
454,3,2,Liberty_Kid-2-shot_3
455,3,2,Liberty_Kid-2-shot_3
456,3,2,Liberty_Kid-2-shot_3
457,3,2,Liberty_Kid-2-shot_3
458,3,2,Liberty_Kid-2-shot_3
459,3,2,Liberty_Kid-2-shot_3
460,3,2,Liberty_Kid-2-shot_3
461,3,2,Liberty_Kid-2-shot_3
462,3,2,Liberty_Kid-2-shot_3
463,3,2,Liberty_Kid-2-shot_3
464,3,2,Liberty_Kid-2-shot_3
465,3,2,Liberty_Kid-2-shot_3
466,3,2,Liberty_Kid-2-shot_3
467,5,2,Liberty_Kid-2-shot_5
468,5,2,Liberty_Kid-2-shot_5
469,5,2,Liberty_Kid-2-shot_5
470,5,2,Liberty_Kid-2-shot_5
471,5,2,Liberty_Kid-2-shot_5
472,5,2,Liberty_Kid-2-shot_5
473,5,2,Liberty_Kid-2-shot_5
474,5,2,Liberty_Kid-2-shot_5
475,5,2,Liberty_Kid-2-shot_5
476,5,2,Liberty_Kid-2-shot_5
477,5,2,Liberty_Kid-2-shot_5
478,5,2,Liberty_Kid-2-shot_5
479,5,2,Liberty_Kid-2-shot_5
480,5,2,Liberty_Kid-2-shot_5
481,5,2,Liberty_Kid-2-shot_5
482,5,2,Liberty_Kid-2-shot_5
483,5,2,Liberty_Kid-2-shot_5
484,5,2,Liberty_Kid-2-shot_5
485,5,2,Liberty_Kid-2-shot_5
486,5,2,Liberty_Kid-2-shot_5
487,5,2,Liberty_Kid-2-shot_5
488,5,2,Liberty_Kid-2-shot_5
489,7,2,Liberty_Kid-2-shot_7
490,7,2,Liberty_Kid-2-shot_7
491,7,2,Liberty_Kid-2-shot_7
492,7,2,Liberty_Kid-2-shot_7
493,7,2,Liberty_Kid-2-shot_7
494,7,2,Liberty_Kid-2-shot_7
495,9,2,Liberty_Kid-2-shot_9
496,9,2,Liberty_Kid-2-shot_9
497,9,2,Liberty_Kid-2-shot_9
498,9,2,Liberty_Kid-2-shot_9
499,9,2,Liberty_Kid-2-shot_9
500,9,2,Liberty_Kid-2-shot_9
501,9,2,Liberty_Kid-2-shot_9
502,9,2,Liberty_Kid-2-shot_9
503,11,2,Liberty_Kid-2-shot_11
504,11,2,Liberty_Kid-2-shot_11
505,11,2,Liberty_Kid-2-shot_11
506,11,2,Liberty_Kid-2-shot_11
507,11,2,Liberty_Kid-2-shot_11
508,11,2,Liberty_Kid-2-shot_11
509,11,2,Liberty_Kid-2-shot_11
510,11,2,Liberty_Kid-2-shot_11
511,11,2,Liberty_Kid-2-shot_11
512,11,2,Liberty_Kid-2-shot_11
513,11,2,Liberty_Kid-2-shot_11
514,11,2,Liberty_Kid-2-shot_11
515,13,2,Liberty_Kid-2-shot_13
516,13,2,Liberty_Kid-2-shot_13
517,13,2,Liberty_Kid-2-shot_13
518,13,2,Liberty_Kid-2-shot_13
519,13,2,Liberty_Kid-2-shot_13
520,13,2,Liberty_Kid-2-shot_13
521,13,2,Liberty_Kid-2-shot_13
522,13,2,Liberty_Kid-2-shot_13
523,17,2,Liberty_Kid-2-shot_17
524,17,2,Liberty_Kid-2-shot_17
525,17,2,Liberty_Kid-2-shot_17
526,17,2,Liberty_Kid-2-shot_17
527,17,2,Liberty_Kid-2-shot_17
528,18,2,Liberty_Kid-2-shot_18
529,18,2,Liberty_Kid-2-shot_18
530,18,2,Liberty_Kid-2-shot_18
531,18,2,Liberty_Kid-2-shot_18
532,18,2,Liberty_Kid-2-shot_18
533,18,2,Liberty_Kid-2-shot_18
534,18,2,Liberty_Kid-2-shot_18
535,18,2,Liberty_Kid-2-shot_18
536,18,2,Liberty_Kid-2-shot_18
537,19,2,Liberty_Kid-2-shot_19
538,19,2,Liberty_Kid-2-shot_19
539,19,2,Liberty_Kid-2-shot_19
540,19,2,Liberty_Kid-2-shot_19
541,19,2,Liberty_Kid-2-shot_19
542,19,2,Liberty_Kid-2-shot_19
543,19,2,Liberty_Kid-2-shot_19
544,19,2,Liberty_Kid-2-shot_19
545,19,2,Liberty_Kid-2-shot_19
546,19,2,Liberty_Kid-2-shot_19
547,19,2,Liberty_Kid-2-shot_19
548,20,2,Liberty_Kid-2-shot_20
549,20,2,Liberty_Kid-2-shot_20
550,20,2,Liberty_Kid-2-shot_20
551,20,2,Liberty_Kid-2-shot_20
552,20,2,Liberty_Kid-2-shot_20
553,20,2,Liberty_Kid-2-shot_20
554,20,2,Liberty_Kid-2-shot_20
555,20,2,Liberty_Kid-2-shot_20
556,20,2,Liberty_Kid-2-shot_20
557,20,2,Liberty_Kid-2-shot_20
558,20,2,Liberty_Kid-2-shot_20
559,20,2,Liberty_Kid-2-shot_20
560,20,2,Liberty_Kid-2-shot_20
561,20,2,Liberty_Kid-2-shot_20
562,20,2,Liberty_Kid-2-shot_20
563,20,2,Liberty_Kid-2-shot_20
564,20,2,Liberty_Kid-2-shot_20
565,20,2,Liberty_Kid-2-shot_20
566,21,2,Liberty_Kid-2-shot_21
567,21,2,Liberty_Kid-2-shot_21
568,21,2,Liberty_Kid-2-shot_21
569,21,2,Liberty_Kid-2-shot_21
570,21,2,Liberty_Kid-2-shot_21
571,21,2,Liberty_Kid-2-shot_21
572,21,2,Liberty_Kid-2-shot_21
573,21,2,Liberty_Kid-2-shot_21
574,21,2,Liberty_Kid-2-shot_21
575,21,2,Liberty_Kid-2-shot_21
576,21,2,Liberty_Kid-2-shot_21
577,21,2,Liberty_Kid-2-shot_21
578,23,2,Liberty_Kid-2-shot_23
579,23,2,Liberty_Kid-2-shot_23
580,23,2,Liberty_Kid-2-shot_23
581,23,2,Liberty_Kid-2-shot_23
582,23,2,Liberty_Kid-2-shot_23
583,23,2,Liberty_Kid-2-shot_23
584,23,2,Liberty_Kid-2-shot_23
585,23,2,Liberty_Kid-2-shot_23
586,23,2,Liberty_Kid-2-shot_23
587,23,2,Liberty_Kid-2-shot_23
588,23,2,Liberty_Kid-2-shot_23
589,23,2,Liberty_Kid-2-shot_23
590,27,2,Liberty_Kid-2-shot_27
591,27,2,Liberty_Kid-2-shot_27
592,27,2,Liberty_Kid-2-shot_27
593,27,2,Liberty_Kid-2-shot_27
594,27,2,Liberty_Kid-2-shot_27
595,27,2,Liberty_Kid-2-shot_27
596,27,2,Liberty_Kid-2-shot_27
597,27,2,Liberty_Kid-2-shot_27
598,27,2,Liberty_Kid-2-shot_27
599,27,2,Liberty_Kid-2-shot_27
600,27,2,Liberty_Kid-2-shot_27
601,27,2,Liberty_Kid-2-shot_27
602,27,2,Liberty_Kid-2-shot_27
603,27,2,Liberty_Kid-2-shot_27
604,27,2,Liberty_Kid-2-shot_27
605,27,2,Liberty_Kid-2-shot_27
606,27,2,Liberty_Kid-2-shot_27
607,27,2,Liberty_Kid-2-shot_27
608,27,2,Liberty_Kid-2-shot_27
609,27,2,Liberty_Kid-2-shot_27
610,27,2,Liberty_Kid-2-shot_27
611,27,2,Liberty_Kid-2-shot_27
612,27,2,Liberty_Kid-2-shot_27
613,27,2,Liberty_Kid-2-shot_27
614,27,2,Liberty_Kid-2-shot_27
615,27,2,Liberty_Kid-2-shot_27
616,27,2,Liberty_Kid-2-shot_27
617,27,2,Liberty_Kid-2-shot_27
618,27,2,Liberty_Kid-2-shot_27
619,27,2,Liberty_Kid-2-shot_27
620,27,2,Liberty_Kid-2-shot_27
621,27,2,Liberty_Kid-2-shot_27
622,27,2,Liberty_Kid-2-shot_27
623,27,2,Liberty_Kid-2-shot_27
624,27,2,Liberty_Kid-2-shot_27
625,27,2,Liberty_Kid-2-shot_27
626,27,2,Liberty_Kid-2-shot_27
627,27,2,Liberty_Kid-2-shot_27
628,27,2,Liberty_Kid-2-shot_27
629,27,2,Liberty_Kid-2-shot_27
630,33,2,Liberty_Kid-2-shot_33
631,33,2,Liberty_Kid-2-shot_33
632,33,2,Liberty_Kid-2-shot_33
633,33,2,Liberty_Kid-2-shot_33
634,33,2,Liberty_Kid-2-shot_33
